scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
"December 06, 2020",Actualizat în 16.11.2020,35.800,Iasi,Podu Ros ,House,N/A,2,4,4,30 mp,1969
"December 06, 2020",Actualizat în 11.11.2020,46.000,Iasi,Baza 3 ,Semi_detached,Furnished,3,Parter,4,54 mp,1977
"December 06, 2020",Actualizat în 25.11.2020,95.000,Iasi,Moara de foc ,Detached,N/A,3,1,4,78 mp,1984
"December 06, 2020",Actualizat în 19.11.2020,84.000,Iasi,Tatarasi ,Semi_detached,Unfurnished,4,7,8,88 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 17.11.2020,50.000,Iasi,Alexandru cel Bun ,Detached,Furnished,1,6,8,43 mp,1989
"December 06, 2020",Actualizat ieri,38.000,Iasi,Podu Ros ,Semi_detached,Furnished,2,Parter,4,32 mp,N/A
"December 06, 2020",Actualizat în 21.08.2020,261.011,Iasi,Gara ,House,N/A,2,9,10,50.07 mp,1979
"December 06, 2020",Actualizat în 04.12.2020,49.500,Iasi,Podu Ros ,Semi_detached,Furnished,2,2,4,50 mp,1977
"December 06, 2020",Actualizat în 04.11.2020,43.000,Iasi,Pacurari ,Semi_detached,N/A,2,1,3,47 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,69.500,Iasi,Bucium ,Detached,N/A,3,2,5,67 mp,2019
"December 06, 2020",Actualizat în 27.11.2020,165.000,Iasi,Copou ,Detached,Furnished,3,4,5,146 mp,2010
"December 06, 2020",Actualizat în 25.11.2020,47.000,Iasi,Podu Ros ,Semi_detached,Furnished,3,4,4,64 mp,1968
"December 06, 2020",Actualizat în 02.12.2020,66.595,Iasi,Pacurari ,Detached,Unfurnished,3,1,2,70.1 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 25.11.2020,45.500,Iasi,Podu Ros ,Semi_detached,N/A,2,3,4,52 mp,1970
"December 06, 2020",Actualizat în 02.12.2020,69.000,Iasi,Podul de Fier ,Detached,Furnished,2,2,4,61 mp,1986
"December 06, 2020",Actualizat ieri,65.000,Iasi,Bucium ,Semi_detached,Furnished,4,Parter,2,110 mp,2010
"December 06, 2020",Actualizat în 19.11.2020,77.000,Iasi,Tatarasi ,Detached,Unfurnished,3,6,8,80 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 02.12.2020,68.900,Iasi,Gara ,Detached,N/A,2,Parter,9,54 mp,1979
"December 06, 2020",Actualizat în 30.06.2020,43.000,Iasi,Podu Ros ,Semi_detached,N/A,2,Parter,4,45 mp,N/A
"December 06, 2020",Actualizat în 04.11.2020,39.500,Iasi,Nicolina ,Detached,Furnished,2,6,8,40 mp,1990
"December 06, 2020",Actualizat în 27.11.2020,99.000,Iasi,Copou ,Semi_detached,Furnished,2,Parter,2,65 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 12.02.2020,81.300,Iasi,Semicentral ,Semi_detached,N/A,2,1,11,45 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 29.10.2020,58.000,Iasi,Nicolina ,Detached,N/A,3,4,4,75 mp,1983
"December 06, 2020",Actualizat în 03.12.2020,57.700,Iasi,Copou ,Semi_detached,Furnished,2,1,6,48 mp,2019
"December 06, 2020",Actualizat în 27.05.2020,70.950,Iasi,Tudor Vladimirescu ,Detached,N/A,2,5,12,52 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 01.10.2020,26.000,Iasi,Cug ,Detached,N/A,1,2,4,28 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 04.11.2020,46.500,Iasi,Copou ,Semi_detached,N/A,2,3,10,50 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 22.11.2020,77.900,Iasi,Copou ,Semi_detached,Furnished,2,1,1,100 mp,1970
"December 06, 2020",Actualizat în 12.11.2020,133.380,Iasi,Nicolina ,House,N/A,2,7,10,32.76 mp,1971
"December 06, 2020",Actualizat în 04.12.2020,43.100,Iasi,Pacurari ,Detached,Furnished,2,Etaj 2,N/A,41 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 02.11.2020,141.172,Iasi,Tudor Vladimirescu ,Detached,N/A,3,4,13,115 mp,2018
"December 06, 2020",Actualizat ieri,59.500,Iasi,Podu Ros ,Detached,Furnished,3,3,4,67 mp,N/A
"December 06, 2020",Actualizat în 03.12.2020,41.000,Iasi,Tatarasi ,Semi_detached,Furnished,3,4,4,41 mp,1970
"December 06, 2020",Actualizat în 03.12.2020,58.000,Iasi,Bucium ,Detached,N/A,2,3,5,54 mp,2019
"December 06, 2020",Actualizat în 04.12.2020,75.600,Iasi,Pacurari ,Detached,Furnished,3,Etaj 1,N/A,72 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 25.11.2020,42.900,Iasi,Alexandru cel Bun ,Non_detached,Furnished,2,1,4,42 mp,1976
"December 06, 2020",Actualizat în 01.12.2020,52.000,Iasi,Tatarasi ,Semi_detached,Unfurnished,3,3,4,60 mp,Între 1941 ºi 1977
"December 06, 2020",Actualizat în 01.12.2020,35.000,Iasi,Tatarasi ,Detached,N/A,3,4,4,38 mp,1969
"December 06, 2020",Actualizat în 10.11.2020,36.000,Iasi,Visani ,Semi_detached,N/A,2,Etaj 2,N/A,45 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,37.000,Iasi,Tatarasi ,Detached,N/A,1,6,8,38 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,63.900,Iasi,Pacurari ,Detached,N/A,3,1,3,67 mp,2019
"December 06, 2020",Actualizat în 30.11.2020,50.000,Iasi,Nicolina ,Detached,Unfurnished,2,2,2,55 mp,2019
"December 06, 2020",Actualizat în 25.11.2020,75.000,Iasi,Canta ,Detached,Furnished,3,1,4,72 mp,1984
"December 06, 2020",Actualizat în 19.11.2020,75.000,Iasi,Tatarasi ,Detached,Unfurnished,3,2,8,77 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 23.08.2017,57.000,Iasi,Galata ,Detached,N/A,3,Etaj 2,N/A,73 mp,1980
"December 06, 2020",Actualizat în 25.11.2020,60.000,Iasi,Canta ,Detached,Furnished,3,4,4,72 mp,1982
"December 06, 2020",Actualizat în 21.11.2020,51.623,Iasi,Tatarasi ,House,N/A,2,2,10,47 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 26.11.2020,31.900,Iasi,Tatarasi ,Semi_detached,Furnished,1,8,9,32 mp,1968
"December 06, 2020",Actualizat în 30.11.2020,69.000,Iasi,Podul de Fier ,Detached,Furnished,2,2,4,61 mp,1986
"December 06, 2020",Actualizat în 07.10.2020,55.500,Iasi,Galata ,Detached,Furnished,2,2,3,70 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,84.260,Iasi,Copou ,Detached,Unfurnished,3,2,5,84.26 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,45.000,Iasi,Tatarasi ,Semi_detached,Furnished,2,Demisol,3,34 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,51.000,Iasi,Pacurari ,Detached,Furnished,2,1,4,50 mp,2019
"December 06, 2020",Actualizat ieri,56.000,Iasi,Podu Ros ,Semi_detached,Furnished,3,2,4,65 mp,N/A
"December 06, 2020",Actualizat în 25.11.2020,62.000,Iasi,Canta ,Detached,Furnished,2,1,4,61 mp,1982
"December 06, 2020",Actualizat în 04.12.2020,74.000,Iasi,Copou ,Semi_detached,Unfurnished,2,Parter,4,37 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.12.2020,125.000,Iasi,Popas Pacurari ,Detached,N/A,3,2,3,168 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,37.000,Iasi,Tatarasi ,Semi_detached,N/A,2,8,10,40 mp,1970
"December 06, 2020",Actualizat în 04.12.2020,68.000,Iasi,Canta ,Semi_detached,Unfurnished,2,Parter,8,57 mp,1990
"December 06, 2020",Actualizat în 02.11.2020,91.000,Iasi,Tudor Vladimirescu ,Detached,Unfurnished,2,Parter,13,70 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 14.09.2020,85.500,Iasi,Pacurari ,Detached,Furnished,3,2,4,75 mp,1984
"December 06, 2020",Actualizat în 04.12.2020,99.850,Iasi,Alexandru cel Bun ,Detached,N/A,2,3,3,60 mp,2019
"December 06, 2020",Actualizat în 03.12.2020,75.000,Iasi,Gara ,Detached,Furnished,2,6,9,70 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 04.12.2020,58.000,Iasi,Dacia ,Detached,Unfurnished,3,1,4,60 mp,1981
"December 06, 2020",Actualizat în 04.12.2020,35.000,Iasi,Pacurari ,Detached,N/A,1,Parter,2,37 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 28.10.2020,60.000,Iasi,Copou ,Detached,Unfurnished,2,4,10,65 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,50.000,Iasi,Metalurgie ,Detached,Furnished,2,1,4,47 mp,1982
"December 06, 2020",Actualizat în 01.12.2020,60.000,Iasi,Galata ,Detached,N/A,3,2,3,68 mp,2020
"December 06, 2020",Actualizat în 04.12.2020,63.000,Iasi,Arcu ,Detached,Furnished,2,4,4,53 mp,1990
"December 06, 2020",Actualizat în 04.08.2020,105.000,Iasi,Podul de Piatra ,Semi_detached,N/A,3,4,10,70 mp,2022 (proiect)
"December 06, 2020",Actualizat în 23.11.2020,69.900,Iasi,Galata ,Detached,N/A,4,4,4,84 mp,1984
"December 06, 2020",Actualizat în 01.12.2020,42.540,Iasi,Copou ,Detached,N/A,2,1,4,42.54 mp,2020
"December 06, 2020",Actualizat în 25.11.2020,71.000,Iasi,Nicolina ,Detached,N/A,3,2,4,76 mp,1984
"December 06, 2020",Actualizat în 09.10.2020,51.000,Iasi,Tatarasi ,Semi_detached,N/A,3,3,4,60 mp,1970
"December 06, 2020",Actualizat în 04.12.2020,52.000,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,3,4,50 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat ieri,62.000,Iasi,Galata ,Detached,Furnished,3,2,4,58 mp,1974
"December 06, 2020",Actualizat ieri,60.000,Iasi,Podu Ros ,Semi_detached,Furnished,3,4,4,65 mp,N/A
"December 06, 2020",Actualizat în 11.11.2020,57.500,Iasi,Alexandru cel Bun ,Detached,Furnished,2,6,10,56 mp,N/A
"December 06, 2020",Actualizat în 25.11.2020,28.000,Iasi,Nicolina ,Detached,Furnished,1,2,4,24 mp,1980
"December 06, 2020",Actualizat în 01.12.2020,40.900,Iasi,Alexandru cel Bun ,Non_detached,Furnished,2,4,4,38 mp,1971
"December 06, 2020",Actualizat ieri,57.500,Iasi,Pacurari ,Detached,N/A,2,1,4,60 mp,2019
"December 06, 2020",Actualizat în 26.11.2020,31.900,Iasi,Tatarasi ,Detached,Furnished,1,1,4,29 mp,1970
"December 06, 2020",Actualizat în 30.11.2020,64.500,Iasi,Frumoasa ,Detached,Unfurnished,2,1,5,64 mp,2017
"December 06, 2020",Actualizat în 04.12.2020,73.000,Iasi,Podul de Fier ,Semi_detached,Furnished,2,1,4,44 mp,2017
"December 06, 2020",Actualizat în 21.11.2020,63.000,Iasi,Alexandru cel Bun ,Detached,Furnished,3,1,4,53 mp,1971
"December 06, 2020",Actualizat în 20.11.2020,30.000,Iasi,Bucium ,Detached,Unfurnished,1,1,3,36 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,52.000,Iasi,Canta ,Detached,N/A,2,Parter,4,47 mp,1983
"December 06, 2020",Actualizat în 10.11.2020,58.500,Iasi,Mircea cel Batrân ,Semi_detached,Furnished,3,3,4,52 mp,1975
"December 06, 2020",Actualizat în 01.12.2020,40.500,Iasi,Alexandru cel Bun ,Non_detached,Furnished,2,Parter,4,38 mp,1974
"December 06, 2020",Actualizat în 02.12.2020,51.500,Iasi,Central ,House,Unfurnished,3,1,3,54 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 30.11.2020,52.000,Iasi,Nicolina ,Detached,Furnished,2,2,2,54 mp,2017
"December 06, 2020",Actualizat în 09.10.2020,75.000,Iasi,Podul de Fier ,Detached,Furnished,2,1,2,76 mp,2017
"December 06, 2020",Actualizat în 03.12.2020,79.650,Iasi,Copou ,Detached,Furnished,3,5,10,90 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.12.2020,91.900,Iasi,Centru Civic ,Detached,Furnished,2,1,8,38 mp,2019
"December 06, 2020",Actualizat în 27.11.2020,57.500,Iasi,Gara ,Detached,Furnished,1,3,8,38 mp,1988
"December 06, 2020",Actualizat în 09.11.2020,62.000,Iasi,Cug ,Detached,Furnished,3,3,4,72 mp,2019
"December 06, 2020",Actualizat în 03.12.2020,61.350,Iasi,Tatarasi ,Detached,Unfurnished,2,2,9,63.25 mp,2022 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,112.000,Iasi,Bucium ,Detached,Furnished,4,1,2,127 mp,2008
"December 06, 2020",Actualizat în 30.07.2020,37.000,Iasi,Pacurari ,Detached,Unfurnished,2,1,4,44 mp,Dupã 2010
"December 06, 2020",Actualizat în 03.12.2020,55.000,Iasi,Popas Pacurari ,Semi_detached,Furnished,3,1,3,65 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,61.000,Iasi,Pacurari ,Detached,Furnished,2,Etaj 5,N/A,52 mp,2008
"December 06, 2020",Actualizat în 03.12.2020,75.090,Iasi,Copou ,Detached,Unfurnished,3,2,6,75.09 mp,2021 (in constructie)
"December 06, 2020",Actualizat ieri,66.000,Iasi,Tatarasi ,Semi_detached,N/A,3,3,4,75 mp,2015
"December 06, 2020",Actualizat în 13.11.2020,54.500,Iasi,Baza 3 ,Semi_detached,Furnished,3,2,4,56 mp,1981
"December 06, 2020",Actualizat ieri,99.000,Iasi,Cug ,Detached,Unfurnished,5,1,1,130 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 21.11.2020,74.338,Iasi,Tatarasi ,Detached,N/A,3,2,10,68 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 30.11.2020,49.500,Iasi,Pacurari ,Detached,N/A,2,1,5,53 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 27.05.2020,56.000,Iasi,Tudor Vladimirescu ,Detached,N/A,1,5,13,40 mp,Dupã 2010
"December 06, 2020",Actualizat în 29.10.2020,77.000,Iasi,Cug ,Detached,N/A,3,1,4,72 mp,1983
"December 06, 2020",Actualizat în 21.11.2020,68.000,Iasi,Galata ,Detached,Furnished,3,2,2,69 mp,2018
"December 06, 2020",Actualizat în 30.11.2020,55.000,Iasi,Bucium ,Detached,N/A,3,Parter,2,61 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,48.000,Iasi,Bucium ,Detached,N/A,2,1,2,53 mp,2020
"December 06, 2020",Actualizat în 03.12.2020,51.900,Iasi,Ciric ,Detached,Furnished,3,4,4,48 mp,1975
"December 06, 2020",Actualizat în 25.11.2020,70.000,Iasi,Canta ,Detached,N/A,3,2,4,72 mp,1981
"December 06, 2020",Actualizat în 02.12.2020,89.500,Iasi,Pacurari ,Detached,N/A,3,7,10,72 mp,2019
"December 06, 2020",Actualizat în 25.11.2020,57.500,Iasi,Copou ,Detached,Furnished,2,1,5,48 mp,2018
"December 06, 2020",Actualizat în 19.08.2020,135.000,Iasi,Centru Civic ,Detached,Furnished,4,7,10,90 mp,1978
"December 06, 2020",Actualizat în 01.12.2020,73.370,Iasi,Copou ,Detached,N/A,3,1,4,73.37 mp,2020
"December 06, 2020",Actualizat în 02.12.2020,33.500,Iasi,Bucium ,Detached,Furnished,1,1,5,31 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 29.10.2020,89.990,Iasi,Dacia ,Detached,N/A,4,8,8,101 mp,1989
"December 06, 2020",Actualizat în 02.12.2020,47.500,Iasi,Galata ,Detached,N/A,2,1,3,53 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 30.11.2020,65.000,Iasi,Baza 3 ,Semi_detached,Unfurnished,3,3,4,54 mp,1980
"December 06, 2020",Actualizat în 10.10.2020,84.500,Iasi,Tudor Vladimirescu ,Detached,Unfurnished,2,8,13,63 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 04.08.2020,95.100,Iasi,Podul de Piatra ,Detached,N/A,2,4,10,63.4 mp,2022 (proiect)
"December 06, 2020",Actualizat în 25.11.2020,56.000,Iasi,Podu Ros ,Detached,Furnished,2,2,3,54 mp,2017
"December 06, 2020",Actualizat ieri,47.000,Iasi,Podul de Piatra ,Detached,Furnished,2,1,4,38 mp,N/A
"December 06, 2020",Actualizat ieri,45.000,Iasi,Podu Ros ,Non_detached,Furnished,2,7,10,38 mp,N/A
"December 06, 2020",Actualizat în 09.05.2020,61.000,Iasi,Târgu Cucu ,Detached,N/A,2,Parter,N/A,48 mp,N/A
"December 06, 2020",Actualizat în 16.11.2020,51.000,Iasi,Nicolina ,Detached,Furnished,2,1,3,52 mp,2020 (in constructie)
"December 06, 2020",Actualizat azi,66.000,Iasi,Podu Ros ,Detached,Furnished,2,4,10,52.59 mp,1972
"December 06, 2020",Actualizat în 06.11.2020,65.000,Iasi,Zimbru ,Detached,Unfurnished,4,10,10,98 mp,1977
"December 06, 2020",Actualizat ieri,48.000,Iasi,Pacurari ,Detached,Furnished,2,Parter,4,50 mp,2007
"December 06, 2020",Actualizat în 07.11.2020,75.000,Iasi,Pacurari ,Detached,Furnished,3,4,4,88 mp,1988
"December 06, 2020",Actualizat în 04.12.2020,33.300,Iasi,Pacurari ,Semi_detached,N/A,1,1,2,39.1 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,58.500,Iasi,Dacia ,Detached,Unfurnished,2,2,4,48 mp,1982
"December 06, 2020",Actualizat în 01.12.2020,87.000,Iasi,Centru Civic ,Detached,Furnished,2,7,11,52 mp,2020
"December 06, 2020",Actualizat în 03.12.2020,61.900,Iasi,Dacia ,Detached,N/A,3,4,4,73 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,61.200,Iasi,Pacurari ,Detached,N/A,2,7,9,52.85 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 21.04.2020,76.000,Iasi,Pacurari ,Detached,N/A,3,4,8,70 mp,1985
"December 06, 2020",Actualizat în 04.12.2020,84.900,Iasi,Bucium ,Detached,Unfurnished,2,Parter,3,70 mp,2019
"December 06, 2020",Actualizat în 27.11.2020,94.900,Iasi,Palat ,Detached,Unfurnished,3,1,1,65 mp,2005
"December 06, 2020",Actualizat în 04.12.2020,60.000,Iasi,Baza 3 ,Detached,Furnished,2,2,4,50 mp,2017
"December 06, 2020",Actualizat în 10.11.2020,75.000,Iasi,Ultracentral ,Non_detached,Unfurnished,2,4,4,42 mp,Între 1941 ºi 1977
"December 06, 2020",Actualizat în 02.12.2020,47.500,Iasi,Galata ,Detached,Unfurnished,2,1,3,55 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,53.900,Iasi,Tatarasi ,Detached,Furnished,2,7,9,45 mp,2019
"December 06, 2020",Actualizat în 30.11.2020,71.000,Iasi,Gara ,Semi_detached,Unfurnished,2,4,8,41 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,91.000,Iasi,Tatarasi ,Detached,Unfurnished,3,5,9,93 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 17.11.2020,63.000,Iasi,Bucium ,Detached,Unfurnished,3,2,4,77 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 26.11.2020,56.500,Iasi,Podu Ros ,Semi_detached,Furnished,2,2,4,50 mp,1970
"December 06, 2020",Actualizat în 04.12.2020,37.900,Iasi,Tudor Vladimirescu ,Semi_detached,Furnished,2,4,5,48 mp,1976
"December 06, 2020",Actualizat în 06.11.2020,55.000,Iasi,Podu Ros ,Semi_detached,Furnished,3,10,10,50 mp,N/A
"December 06, 2020",Actualizat în 04.12.2020,44.000,Iasi,Pacurari ,Semi_detached,Furnished,2,3,4,43 mp,1978
"December 06, 2020",Actualizat în 02.12.2020,68.000,Iasi,Central ,Detached,N/A,3,1,3,72 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,70.000,Iasi,Tudor Vladimirescu ,Semi_detached,Furnished,3,2,4,60 mp,2013
"December 06, 2020",Actualizat în 25.11.2020,134.000,Iasi,Central ,House,N/A,3,1,5,80 mp,2019
"December 06, 2020",Actualizat ieri,75.000,Iasi,Pacurari ,Detached,N/A,3,Etaj 4,N/A,60 mp,1984
"December 06, 2020",Actualizat în 27.11.2020,69.800,Iasi,Popas Pacurari ,Detached,N/A,3,5,5,94 mp,2020
"December 06, 2020",Actualizat în 03.12.2020,61.070,Iasi,Copou ,Detached,Unfurnished,2,Parter,5,61.07 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,48.000,Iasi,Pacurari ,Semi_detached,Furnished,2,2,4,43 mp,1978
"December 06, 2020",Actualizat în 04.12.2020,123.000,Iasi,Bucium ,Detached,Unfurnished,3,Parter,3,95 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 02.11.2020,67.000,Iasi,Tudor Vladimirescu ,Detached,Furnished,2,4,13,49 mp,2019
"December 06, 2020",Actualizat în 03.12.2020,67.900,Iasi,Nicolina ,Semi_detached,Unfurnished,3,3,7,57 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,53.831,Iasi,Bucium ,Detached,Furnished,2,1,4,43.12 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 24.11.2020,65.000,Iasi,Popas Pacurari ,Detached,Unfurnished,3,1,3,70 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 29.10.2020,115.000,Iasi,Cug ,Detached,Furnished,3,5,8,86 mp,1987
"December 06, 2020",Actualizat ieri,54.000,Iasi,Mircea cel Batrân ,Semi_detached,Furnished,3,1,4,53 mp,1974
"December 06, 2020",Actualizat în 17.11.2020,61.000,Iasi,Pacurari ,Detached,N/A,2,3,8,55 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,67.000,Iasi,Tatarasi ,Semi_detached,Furnished,1,1,6,48 mp,2019
"December 06, 2020",Actualizat în 05.11.2020,63.500,Iasi,Copou ,Detached,N/A,2,1,3,61.79 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 02.12.2020,30.000,Iasi,Bucium ,House,N/A,1,2,2,36 mp,2020 (finalizata)
"December 06, 2020",Actualizat ieri,48.000,Iasi,Aleea Tudor Neculai ,Semi_detached,Furnished,3,Demisol,4,52 mp,2014
"December 06, 2020",Actualizat în 20.08.2020,35.700,Iasi,Bucium ,House,Unfurnished,2,2,4,40 mp,Dupã 2010
"December 06, 2020",Actualizat în 29.10.2020,63.000,Iasi,Pacurari ,Detached,N/A,2,9,9,70 mp,1987
"December 06, 2020",Actualizat în 04.12.2020,69.000,Iasi,Pacurari ,Detached,Furnished,3,Parter,4,63 mp,1982
"December 06, 2020",Actualizat în 29.10.2020,56.500,Iasi,Tatarasi ,Semi_detached,N/A,3,3,4,64 mp,1970
"December 06, 2020",Actualizat în 02.12.2020,51.900,Iasi,Dacia ,Semi_detached,Furnished,2,Parter,4,43 mp,1979
"December 06, 2020",Actualizat în 03.12.2020,74.250,Iasi,Centru Civic ,Semi_detached,Unfurnished,2,5,10,48 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 20.11.2020,90.000,Iasi,Centru Civic ,Semi_detached,Furnished,2,2,5,64 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 11.11.2020,41.600,Iasi,Dancu ,Detached,Unfurnished,2,1,3,52 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,70.000,Iasi,Podul de Fier ,Detached,N/A,2,2,4,60 mp,1985
"December 06, 2020",Actualizat în 03.12.2020,45.000,Iasi,Popas Pacurari ,Detached,Furnished,2,1,1,50 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.08.2020,68.480,Iasi,Podul de Piatra ,Semi_detached,N/A,2,4,10,42.8 mp,2022 (proiect)
"December 06, 2020",Actualizat ieri,69.500,Iasi,Bucium ,Detached,Furnished,3,4,5,68 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 01.12.2020,35.000,Iasi,Galata ,Detached,N/A,1,3,4,33 mp,2020
"December 06, 2020",Actualizat în 03.12.2020,70.660,Iasi,Copou ,Detached,N/A,3,2,6,71 mp,2020
"December 06, 2020",Actualizat în 04.12.2020,78.800,Iasi,Bucium ,Detached,Unfurnished,2,Parter,3,68 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 24.11.2020,69.500,Iasi,Copou ,Semi_detached,Furnished,2,Etaj 2,N/A,52 mp,1962
"December 06, 2020",Actualizat în 03.12.2020,43.900,Iasi,Popas Pacurari ,Semi_detached,N/A,2,1,2,42 mp,2019
"December 06, 2020",Actualizat în 10.11.2020,39.500,Iasi,Nicolina ,Detached,Furnished,1,1,4,36 mp,1982
"December 06, 2020",Actualizat în 30.11.2020,58.500,Iasi,Central ,Detached,Furnished,1,3,10,30 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 18.11.2020,84.000,Iasi,Tudor Vladimirescu ,Semi_detached,Furnished,2,1,4,47 mp,2010
"December 06, 2020",Actualizat în 18.11.2020,72.000,Iasi,Târgu Cucu ,Semi_detached,Furnished,2,3,5,41 mp,2014
"December 06, 2020",Actualizat în 25.11.2020,134.000,Iasi,Central ,House,N/A,3,1,5,76 mp,2019
"December 06, 2020",Actualizat în 27.10.2020,60.000,Iasi,Moara de foc ,Detached,N/A,2,4,4,62 mp,1984
"December 06, 2020",Actualizat în 21.11.2020,61.500,Iasi,Popas Pacurari ,Detached,Furnished,2,3,3,60 mp,2015
"December 06, 2020",Actualizat în 21.11.2020,68.000,Iasi,Dacia ,Detached,Furnished,3,10,10,75 mp,1982
"December 06, 2020",Actualizat în 18.11.2020,100.000,Iasi,Galata ,Detached,Furnished,3,Parter,2,75 mp,2016
"December 06, 2020",Actualizat în 18.11.2020,62.500,Iasi,Nicolina ,Detached,Furnished,2,2,4,54 mp,1986
"December 06, 2020",Actualizat ieri,56.400,Iasi,Podul de Fier ,Non_detached,Furnished,1,1,6,32 mp,Între 2000 ºi 2010
"December 06, 2020",Actualizat în 19.11.2020,135.000,Iasi,Nicolina ,Detached,Furnished,3,4,8,100 mp,1988
"December 06, 2020",Actualizat în 01.12.2020,45.000,Iasi,Bucium ,Detached,N/A,2,1,3,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 27.11.2020,79.000,Iasi,Târgu Cucu ,Detached,Furnished,2,4,4,50 mp,1981
"December 06, 2020",Actualizat în 03.12.2020,50.980,Iasi,Copou ,Semi_detached,Unfurnished,2,1,5,50.98 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 05.11.2020,51.000,Iasi,Podu Ros ,Semi_detached,Unfurnished,2,3,4,53 mp,1970
"December 06, 2020",Actualizat în 02.12.2020,65.500,Iasi,Bucium ,Detached,Furnished,2,1,2,55 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.08.2020,103.840,Iasi,Podul de Piatra ,Semi_detached,N/A,2,4,10,64.9 mp,2022 (proiect)
"December 06, 2020",Actualizat ieri,52.000,Iasi,Cug ,House,N/A,2,Parter,4,50 mp,2017
"December 06, 2020",Actualizat în 30.11.2020,59.500,Iasi,Baza 3 ,Detached,Furnished,2,2,4,48 mp,2018
"December 06, 2020",Actualizat în 17.11.2020,51.900,Iasi,Dacia ,Detached,N/A,2,2,4,54 mp,1982
"December 06, 2020",Actualizat în 02.12.2020,58.000,Iasi,Bucium ,Detached,Furnished,2,3,5,54 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 25.11.2020,83.900,Iasi,Tudor Vladimirescu ,Semi_detached,Furnished,3,2,3,60 mp,1964
