productId,size,locationId,productType,furnishType,floorNumber,numberOfFloors,yearOfConstruction,numberOfRooms
3ae24118-ba21-4dfb-9181-acd8a2283aea,69,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,FURNISHED,4,4,1986,3
c450c38e-2670-4ec3-83c9-4ac6f576be6a,92,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,NULL,4,4,1990,4
c6379537-4650-40f2-9fff-630d1e1aa97c,50,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,FURNISHED,NULL,NULL,2020,2
4372e757-2611-4bdd-9636-ffce7c5df5b1,70,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,UNFURNISHED,10,10,1979,3
8526f2c0-9e26-4907-8bc2-4486b8373891,53,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2000,2
145ab9f0-3f87-467f-8bfa-119afda5f931,72,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,FURNISHED,8,8,1985,3
3d4186e4-6dca-4905-b7c3-5abbc6902e66,75,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,FURNISHED,4,4,1980,3
a2eb9f81-d526-4e3c-bc2c-6e8d2ff22a35,34.51,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,6,6,2021,1
bbba29b6-c9e8-4f0d-95f4-82b081083cf4,47,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,FURNISHED,10,10,1972,2
1aff2f78-5563-4743-aa4a-e6cc7afba9e8,72,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,FURNISHED,10,10,1977,3
1ffce6bb-d8ae-45fc-a828-b9ac0ad13f99,100,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,FURNISHED,8,8,1990,4
c90f31d9-784f-43f7-ae05-7d61c265b80e,47,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,FURNISHED,10,10,2008,2
1dfff60b-7189-4913-be76-dc9ed22aa80b,65,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,UNFURNISHED,8,8,1987,3
f74c0cd6-56b6-46ea-8f25-b6ebbfb0f9a8,72,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,NULL,8,8,1984,3
0551ab23-ec96-4e67-b2b0-35b3cedb5002,25,cc33fe64-3a31-481b-8f06-8cedca2d2617,SEMI_DETACHED,FURNISHED,4,4,1980,1
0e6a9b22-4671-4a06-9522-695dc68d1a6c,80,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,UNFURNISHED,2,2,2010,3
b2bdc2f8-c7ff-4319-a6c1-31af49768ecf,63,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,NULL,4,4,NULL,3
37114b6a-9f0f-457d-8764-7814f6ffec47,82,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,NULL,2,2,2020,4
c6e935a4-c747-46c8-993f-47857c291103,56,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,3,3,2020,3
93897893-e378-4196-9103-dca213651daf,57,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,10,10,1977,2
1d1ec989-a8de-4e6b-bc25-9bfabae9797f,56,933e1840-0fd0-4fc7-83c4-6af598cada87,SEMI_DETACHED,NULL,7,7,2020,3
35d2152b-ff5b-45b0-883b-c9c68d57811d,76,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,NULL,10,10,1979,3
567d1b2b-2470-4087-9bce-5cbc1e6004b6,80,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,FURNISHED,5,5,2016,3
eaef50a8-dd9e-4e24-8843-a6ee42d42c13,45,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,NULL,11,11,2020,2
ecdcb0ba-5b82-4f03-b702-c536867444a7,47,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,4,4,2010,2
7c09b0bd-ac44-418a-834a-8b1980a9a2e4,43,933e1840-0fd0-4fc7-83c4-6af598cada87,SEMI_DETACHED,UNFURNISHED,2,2,2019,2
c87a44d0-3893-4ff4-b7ce-30c8e57ab978,47,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,FURNISHED,4,4,1979,2
fc254d82-cda4-4912-99e2-eba32cd7a590,35,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,FURNISHED,6,6,NULL,1
d0c94972-6fe1-464c-bbf5-9761a8396468,72,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2021,3
fafce8ef-4d3c-433d-b697-e00473242fdd,68,04fcf964-9c4f-469c-9ce9-dee457fa9434,DETACHED,UNFURNISHED,3,3,2019,3
c403173b-7052-4ddd-aa07-520e88b2ec18,40,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,UNFURNISHED,3,3,2020,2
ab567a7d-a623-4f53-a67a-7d6d3c8b8a2f,44,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,FURNISHED,4,4,2019,2
57e46e17-458e-48d6-b81b-e6920332a3ef,50.5,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2021,2
e7de3215-60e3-4a81-850d-3e720e99e7c2,42,b2289cba-2303-49c4-be84-49b0d112efb3,NON_DETACHED,FURNISHED,4,4,1975,2
f88175dc-b973-44cd-a487-fad42efd61fc,42,b2289cba-2303-49c4-be84-49b0d112efb3,NON_DETACHED,FURNISHED,4,4,NULL,2
d8629259-78df-4c5b-9621-0c7515acf35f,58,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,NULL,4,4,1980,2
741e55d7-c887-4842-a093-563f4d292790,60,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,FURNISHED,4,4,1980,3
bb158505-d722-4ae2-bed8-7aea893c6bc8,61,02313c71-0175-4e5d-a8a8-3bf7b3a21f21,DETACHED,NULL,4,4,1980,3
4ea4a868-7014-4799-809f-5a4950614192,56,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,NULL,10,10,1987,2
a73510bb-4432-46c2-b3b5-16f4bbad1b26,68,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,NULL,4,4,2020,3
85d5823d-4d3f-41c7-b3a4-2bca6326bd6f,69,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,4,4,1980,3
5639afc4-6cd3-49e6-8ecf-a602327fdc71,72,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,FURNISHED,4,4,1983,3
a7025f56-c537-47af-953f-26ce9a00216b,52,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,FURNISHED,4,4,1980,2
d4dec887-eb19-42ba-823b-708fbfd14139,27,32a28854-165e-448f-aaed-e95fa23eb9c4,SEMI_DETACHED,FURNISHED,4,4,2012,1
a843e42d-5700-4107-a376-02f0116236af,50,cfae3aa6-113d-4ace-87ff-6222850f8399,SEMI_DETACHED,NULL,4,4,NULL,3
074f90dd-e18c-49ba-b9fa-c48197194536,41,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,UNFURNISHED,3,3,2021,2
af745aea-1487-4f11-b881-f7e6e90ce185,47,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,FURNISHED,10,10,NULL,2
9c6fa333-6110-424b-aa3b-f44cc3fca065,61,0e5b33ab-d6d0-4f33-931f-38785fe3c392,DETACHED,FURNISHED,4,4,1984,2
55dfa99a-5637-491b-9e93-f30dc0415ef8,77,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,FURNISHED,4,4,1988,3
fb9fa2a9-ca4c-43f8-a425-abbc6fc9f5ef,55,b49b52b2-e544-4678-a29d-34bc5e5eed75,SEMI_DETACHED,FURNISHED,4,4,NULL,3
59f3ca1f-c49c-40f6-ac90-6e8c0434589e,60,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,FURNISHED,NULL,NULL,NULL,3
9c28e073-8c24-40ef-9cd8-53da54fdd791,64,1b0b53a1-c35d-454c-8142-de60b5ab102a,DETACHED,NULL,4,4,1965,3
4ecaeae0-a079-40a1-81d6-10a2caa4887f,67,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,UNFURNISHED,3,3,2019,2
57e94e7e-912b-4262-9d06-0ca5c59c1a08,67,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,FURNISHED,4,4,1972,3
3f717c53-31ce-40f2-9799-d241ffa1642f,49,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,UNFURNISHED,3,3,2020,2
78438937-4a54-4174-8b95-3aa5936b0765,60,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,NULL,3,3,2021,2
3c71208c-743c-4186-9d3c-570896e4174c,62,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,UNFURNISHED,13,13,2020,2
bb7b7da7-d631-4195-a88e-86f30ceea3ab,88,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,4,4,1970,4
6514b0a0-a86d-4310-95c7-cd1875f5a410,37,cc33fe64-3a31-481b-8f06-8cedca2d2617,SEMI_DETACHED,NULL,3,3,2020,2
569019e6-d567-4bce-9bab-2e73ec707ba5,45,2376421b-0d80-458b-a666-fc83c56c9066,HOUSE,NULL,3,3,2020,2
5471f198-6b09-4d7f-ab02-78e310683d1e,62,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,NULL,8,8,1985,2
58835db0-13fe-4d03-9c79-0d00cbfb5304,42,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,NULL,2,2,2019,1
b83d6301-3683-4e41-af39-9d57a5c38f98,72,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,UNFURNISHED,4,4,1983,3
80be0c21-7c49-452f-95d7-68e09a826447,54,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,6,6,2021,2
c7077799-2ee4-4e66-876b-8b25920feabe,40,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,4,4,2017,2
495ca13f-04f0-413d-b498-c9b3bd606e8e,119.6,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,NULL,5,5,2019,4
bb4bec58-2c92-4095-8b1b-08e951b1f8ee,56,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,NULL,4,4,2015,2
b1c838a7-d199-43c9-b315-0a527a8f5e65,54,3875bcd7-3eb6-4dae-9483-122bc88bef1b,NON_DETACHED,FURNISHED,2,2,2020,2
e2feaf3c-9f46-4b36-891e-0d34a75e03ba,103,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,UNFURNISHED,1,1,2020,4
7e6dd3ae-2b38-4933-8325-4bb6a2a55a64,78,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,NULL,4,4,1982,3
458904dd-a6a7-4747-b07c-e89709f747e8,55,56bad621-fc55-40bb-89f9-f3bc1dd14abe,STUDIO,NULL,NULL,NULL,1974,2
53073b7f-fcfd-4ef7-8837-34a4ccdec230,46,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,FURNISHED,3,3,2019,1
69186578-81c9-4bb2-bab1-072a1f943145,46,4a593e0e-d7d6-4f20-a1aa-8187a5d73cb5,SEMI_DETACHED,FURNISHED,4,4,2016,2
14a5ef48-cc83-45b3-bf17-28657792915f,40,f088baf3-92a6-47c4-8cce-157f059c65f6,DETACHED,FURNISHED,8,8,1986,1
771cb9ac-6aad-4032-82d1-32d551edc2be,39,b6ae948e-cf8e-4328-85b7-68bd0e998c78,NON_DETACHED,NULL,4,4,NULL,2
5a09c79b-f3b1-447c-9501-7dcb8ca66e04,39.65,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,4,4,2020,1
f6b6cb0a-1362-4f85-bd82-c55b6cb43c82,55,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,NULL,10,10,1976,2
7367baaf-72f8-4172-8835-ea39f73d4670,115,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,NULL,NULL,2016,3
e38e8802-e540-4ce8-a05f-b5328e30a3e7,56,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,2,2,2019,2
d9bf5704-3d42-4665-8a1f-2da47d15ebae,60,b2289cba-2303-49c4-be84-49b0d112efb3,STUDIO,NULL,10,10,1975,2
8c8e9b8f-674d-4c3c-baea-2fba67908207,52,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,NULL,6,6,2019,2
f5d361dc-9ec9-444a-945f-ea75e5c0c630,18,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,FURNISHED,4,4,1986,1
dc8c2a20-8e8b-4ce3-8c1c-6ef983f43bf1,68.6,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,NULL,8,8,1984,3
14fae6c6-b2e8-45f8-b6f7-e5a7966d8e14,32,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,5,5,2010,2
b012fac7-ad51-462a-88c4-d3620231642d,51.41,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,8,8,2021,2
ca1ce7c9-0d1e-4302-a482-94bf6911b718,56,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,NULL,4,4,1986,2
4901adfe-0e32-41c1-a049-d424b723a725,56,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,FURNISHED,4,4,2015,2
9850350e-7122-444f-93ef-89dc4eaeed14,66,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,NULL,4,4,1985,2
f7aa553a-d337-40b6-b25d-4030b12e0f3e,47,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,UNFURNISHED,3,3,2016,2
b8080037-e68b-4373-8885-e4e03569c9b2,36,3875bcd7-3eb6-4dae-9483-122bc88bef1b,SEMI_DETACHED,UNFURNISHED,2,2,2020,1
3cdf47c5-4447-4f1c-a9c5-767f57eca200,93,b2289cba-2303-49c4-be84-49b0d112efb3,DETACHED,UNFURNISHED,10,10,1976,4
8423c121-8bd1-45e0-88a9-ffcc67cbe892,28,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,4,4,1969,1
df7209f6-4097-483c-aa2b-f33b80bfc52b,100,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,NULL,8,8,1993,4
18e313da-7518-463a-8b9c-cbdab9fe0f1d,50,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,FURNISHED,4,4,1962,2
887f96f3-54a1-44fa-b9df-2c25f9814c49,60,cfae3aa6-113d-4ace-87ff-6222850f8399,SEMI_DETACHED,FURNISHED,4,4,1977,3
db423726-6b34-4584-ad7c-20d49166b543,58,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,NULL,4,4,1968,2
7b895f9d-4243-45f5-97e6-df6d771ecfbb,54,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,NULL,4,4,1984,2
138905d7-f5f0-41b1-920f-8b35f4069580,70,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,UNFURNISHED,4,4,1982,3
2e70cf51-a1db-48d2-8ac5-de7a4a5ebcde,35,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,FURNISHED,4,4,2020,1
06125948-df87-48cb-a3d9-d292003b82e0,123,de8a872c-cff6-4767-b62a-ea1518b2487f,HOUSE,NULL,4,4,2020,3
157525c1-8a85-4aa6-b806-f76d7bb133df,59,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,1,1,2020,3
314b9b67-aa9d-481c-aa3c-54ab60a9c810,38.5,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,UNFURNISHED,9,9,2022,2
81dc3990-1785-40ac-9ada-5e9e4c3477d4,55,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,FURNISHED,4,4,1986,2
ddd2f7b7-515f-4e8c-ada3-87977668faee,49,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,NULL,4,4,2020,2
442d417f-2c42-4628-b1ea-d4380a1cd3e4,50,b2289cba-2303-49c4-be84-49b0d112efb3,SEMI_DETACHED,FURNISHED,10,10,1972,3
103eee34-0e02-48f9-a4a2-4b39682ea278,68,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,FURNISHED,4,4,1984,3
4f967df6-5c8a-4897-8846-709429272b7f,30,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,3,3,2020,1
45cc792a-c0ee-469f-a2b5-c23c43765238,100,c579ae1d-1949-4e99-b6ad-f020f303d484,DETACHED,FURNISHED,8,8,1988,4
29383687-c265-4018-9b99-dcfdc0a617ff,60,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,NULL,4,4,1981,3
d46fba2f-62f1-4381-9a74-15daa86ff4b6,36,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,FURNISHED,4,4,2018,1
f2bb6e19-504d-4b03-8b0f-9e7a8e5155e9,63,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,UNFURNISHED,2,2,2020,3
bb325838-660e-471a-a6a5-5df4e0a8f124,110,cc33fe64-3a31-481b-8f06-8cedca2d2617,SEMI_DETACHED,FURNISHED,4,4,1987,4
a2a084d2-1e9f-4e72-a0f6-377d4705627b,27,1b0b53a1-c35d-454c-8142-de60b5ab102a,NON_DETACHED,FURNISHED,4,4,1970,2
a56ad46a-a8d0-4b71-9b02-5390df1825a7,73,b2289cba-2303-49c4-be84-49b0d112efb3,SEMI_DETACHED,FURNISHED,4,4,1985,4
d00a9ac8-25e7-41f0-bbea-7ff7a360f2c8,63,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,FURNISHED,4,4,NULL,3
8b1c9782-645b-4b49-9a29-f6a671340f8a,37,1b0b53a1-c35d-454c-8142-de60b5ab102a,HOUSE,FURNISHED,10,10,1970,2
ab37229a-6270-48d5-857b-b1f0cf75755f,56,f088baf3-92a6-47c4-8cce-157f059c65f6,DETACHED,FURNISHED,4,4,1988,2
32563aaa-8b8e-455e-aeaa-1b29e3b808c4,88,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,4,4,1965,4
73cbe2f6-6e14-40c7-b49d-cd5635fc6ef9,37,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,FURNISHED,3,3,2016,2
68d61d5a-0cdb-4bb9-bda8-c0122600678b,42,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,6,6,2015,2
2e65016b-ad01-4362-9d5e-ac0513b6dfe2,64,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,FURNISHED,4,4,1980,3
afe39824-1ccf-4585-a565-9714f0250e05,56,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,FURNISHED,4,4,1983,2
aaeb22a2-d809-4f67-8145-d9fa1760a181,31,76059759-69b8-4d48-b106-f4987f517bb0,DETACHED,FURNISHED,3,3,1962,1
aa70c6bd-3739-4fa3-8c3f-32ae109097b6,96,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,FURNISHED,8,8,1980,4
4d06a48c-d697-4b89-925a-28e378b5f999,30,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,FURNISHED,10,10,2019,1
cc08e6ca-15ee-4538-87f1-eb33d70257df,32,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,9,9,1969,1
74994b44-ae8a-46a8-b210-bbe3d8c4e6b5,39.03,de8a872c-cff6-4767-b62a-ea1518b2487f,SEMI_DETACHED,UNFURNISHED,5,5,2020,2
21a81c33-489e-46a2-ab93-58c7480e39f9,60,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,FURNISHED,4,4,NULL,3
d7f63994-2aab-4af9-b931-ba5e635d8fe0,38,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,4,4,2015,2
2e07ee03-7953-486a-93d8-f5fb4375d524,44,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,UNFURNISHED,3,3,2020,2
129dc886-ab8f-4847-b2e7-c148b09d9bb7,48,76059759-69b8-4d48-b106-f4987f517bb0,SEMI_DETACHED,FURNISHED,3,3,1965,2
4acfd173-ee5a-4846-a159-323306092c37,70,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,FURNISHED,4,4,1977,3
2b2688d2-7938-4589-b74c-5b372e8a363e,63,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,FURNISHED,3,3,2019,2
0c7597e9-6b3e-47ea-8480-ceaaffa11bdb,102,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,NULL,NULL,1966,4
30532b42-0a3d-41a4-80d1-e77e88e550c2,70,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,2018,3
216fe3f2-1b25-4169-8a26-3dc68e39c04f,52,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,2,2,2019,2
0b378f15-e45d-4edf-9f3c-0c9fb68b5671,37,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,UNFURNISHED,15,15,2020,1
565e9f54-53e7-4e79-94f0-3a0e5a0e066a,51.92,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,FURNISHED,5,5,2013,2
85b7386e-ad50-4f99-8302-3533a627a221,93,3875bcd7-3eb6-4dae-9483-122bc88bef1b,SEMI_DETACHED,NULL,3,3,2020,4
9630b1aa-ae65-4226-a611-ed16feb18162,40,b6ae948e-cf8e-4328-85b7-68bd0e998c78,NON_DETACHED,UNFURNISHED,4,4,1969,2
aa1072ef-f511-4cfa-9b10-ff458dfb74b4,40,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,NULL,9,9,2020,1
6869af01-eaac-4603-be50-b32cfb62d931,30,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,NULL,3,3,2020,1
b6064b91-5901-4807-9191-d3e500821f99,80,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,NULL,NULL,NULL,1966,3
5f0e56dd-45a7-4c48-be0c-574ec79af0d0,62.8,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,UNFURNISHED,4,4,2020,2
f4bc76e3-1d50-4fb8-9a26-8c1f19404759,47,04fcf964-9c4f-469c-9ce9-dee457fa9434,SEMI_DETACHED,NULL,4,4,2020,2
1f4ac84b-31a1-4072-a241-b0a2c1876968,34.05,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,6,6,2021,2
ff7a944e-7d13-4b8e-a530-510131f6496e,70.89,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,UNFURNISHED,5,5,2021,3
86eaeae6-22cb-4ba0-a30b-ed2f8a20e2b1,95,de8a872c-cff6-4767-b62a-ea1518b2487f,DETACHED,NULL,6,6,2019,4
c2a3c51c-2bb4-41fb-a9e7-c0c28d5f2411,92,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,4,4,1962,4
92ff65af-a5b7-4420-9c3b-85f7c7fd98af,56,2376421b-0d80-458b-a666-fc83c56c9066,SEMI_DETACHED,NULL,3,3,2019,3
ecf9f5dd-6048-4bfa-a461-bcfb58fc83ee,51,cc33fe64-3a31-481b-8f06-8cedca2d2617,DETACHED,UNFURNISHED,6,6,2021,2
2857d036-f031-47a2-a33f-9cf5bf96573b,54,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,4,4,1970,2
c3da4c02-f837-42fb-8063-fe41e499a97c,41.45,32a28854-165e-448f-aaed-e95fa23eb9c4,SEMI_DETACHED,UNFURNISHED,5,5,2020,2
bc19f691-8565-4d95-b6b9-83fe10d64c6b,62,56bad621-fc55-40bb-89f9-f3bc1dd14abe,SEMI_DETACHED,UNFURNISHED,4,4,2020,2
f2fd285c-e66c-4b46-a9c5-a1b433f3a9db,37.94,56bad621-fc55-40bb-89f9-f3bc1dd14abe,DETACHED,FURNISHED,1,1,1941,2
e06bf680-496f-480e-8113-43857005aac9,60,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,4,4,1983,3
e05eb421-f26b-4399-b1ff-7f9c91a553b3,100,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,DETACHED,FURNISHED,8,8,1992,4
c42f32a9-ce74-4275-ba91-e0012bc37b4a,58.7,b1af0bb2-7e73-424c-b317-12b2ef0923a2,DETACHED,NULL,3,3,2020,3
a703f0ff-9607-4ec1-a5c4-208699be2bb6,58,64b99b16-d8db-403f-9076-7bff8e170bae,DETACHED,UNFURNISHED,13,13,2020,2
4dbf3071-4e12-41d2-acc6-29cbee9ecfd3,78,1e0aab60-b7ef-429d-b553-461311ee40a1,DETACHED,UNFURNISHED,15,15,2020,3
4c37b2c6-f14e-42f1-b5c7-68c5747b88d4,48,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,UNFURNISHED,3,3,2020,2
e2841a9f-41e2-4765-9b96-03fd50305361,60,d9e27a7d-0590-4dec-9256-0c3f0fdb59d5,DETACHED,FURNISHED,4,4,1986,3
83b85fc4-cb88-4693-b21b-49de13d81630,42,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,4,4,1978,2
09163887-7c2e-4afe-b8fb-31e6b39b8e52,93,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,NULL,5,5,1984,3
2eb8f97d-f157-4576-8bde-f990dd8270ea,57,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,NULL,4,4,1981,3
3a9c796b-858d-475e-b311-ff8f4207f177,61,1876a9f6-cbfb-4efc-810f-fa0ccb4ac229,DETACHED,FURNISHED,4,4,NULL,3
35be55a8-fed8-45bc-b50c-9c6ba6da1dd6,74,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,NULL,4,4,1986,3
5c413909-04d7-432e-b108-44430e9cd744,40,3875bcd7-3eb6-4dae-9483-122bc88bef1b,SEMI_DETACHED,UNFURNISHED,6,6,2020,2
ce498a38-c8cb-4640-b900-7b694f61706e,66,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,8,8,1984,3
14b2748a-7ee2-4232-8e53-8831fa19c82a,56,1b0b53a1-c35d-454c-8142-de60b5ab102a,SEMI_DETACHED,FURNISHED,4,4,1970,2
8d04c571-570d-4aa5-859b-cad6b8b7b977,50,3875bcd7-3eb6-4dae-9483-122bc88bef1b,DETACHED,NULL,2,2,2020,2
40b93555-ec48-463d-a062-3adefcd728b4,48,d81e7e4c-6b17-4a12-ad69-7cc4ca50e486,SEMI_DETACHED,FURNISHED,4,4,1990,2
a2c4bb2e-8669-465d-bad1-2170c9c5ff1a,76,32a28854-165e-448f-aaed-e95fa23eb9c4,DETACHED,NULL,8,8,1991,3
b7259e13-db05-43c8-8e1f-214ab02e6622,41,2376421b-0d80-458b-a666-fc83c56c9066,DETACHED,FURNISHED,8,8,1990,1
75df87b5-2ad4-4b4f-82c8-f5b029cf46ff,53,933e1840-0fd0-4fc7-83c4-6af598cada87,DETACHED,NULL,10,10,2019,2
